jurisdiction;ipc_class;applicant_name;app_count;rank;ipc_class_description;jurisdiction_description
DE;A61H;Langfang Golden Time Technology Development Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SHENZHEN AIFAN TECHNOLOGY CO. LTD;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Beiersdorf Aktiengesellschaft;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SYNTELLIX AG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;BEER, KLAUS-PETER;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;BORCHARDT, NORMAN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Expandum UG (haftungsbeschränkt);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;WACKER, CHRISTIAN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SCHÄFER, WOLFGANG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Hello Mirrors GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;TISCHLER, MICHAEL;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;MÖLLER, FRANK;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Venegas Carreno und Vayda GbR (vertretrungsberechtigte Gesellschafter: Daniela Carolina Venegas Carreno, 81373 München und Philippe Giacomo Vayda, 81243 München);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Nobel, Yannic;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;HKK BIONICS GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Chronos M GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Beijing Baimei Fashion Technology Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Ball, Thomas;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Raav, Tim Bendik;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;CT-Continental Ticking GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Jahwa Electronics Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Universidad Bernardo O´Higgins;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Soletek GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;NAUMANN, STEFAN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Wagner, Joseph;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;MENZEL, STEFFEN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Vallon, Peter;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Klafs GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Brinkmann, Günter;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;RUIDUO (SHANGHAI) INTELLIGENT TECHNOLOGY CO., LTD.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SPANKE, FRANZ;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Continental Teves AG & Co. OHG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;FR Vermögensverwaltung GbR (vertretunsberechtigte Gesellschafter: Franziska Michl, 95679 Waldershof, Raimund Hoffmann, 95632 Wunsiedel);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kieserling, Horst;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;FLOW-METER S.P.A.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;AMAZON TECHNOLOGIES, INC.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Norwig, Jan;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Hornaff, Klaus Volkmar;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Aldakkak, Samuel Jochen;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;BECKER, JAN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SHENZHEN UNION CARGO INTERNATIONAL FORWARDER CO., LTD;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Gebauer, Thorsten;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Suzuki Motor Corporation;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Shenzhen Burn Technology Co. Ltd;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Grambow, Christine;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Holzbrecher, Elisabeth;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;CONTINENTAL ENGINEERING SERVICES GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KHACHATRYAN, VAGARCHAK;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;OTTOBOCK SE & CO. KGAA;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Chen, Wenjun;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Simon Schuß und Dominik Hogen GbR -Pawsthesis (vertretungsberechtigter Gesellschafter: Simon Schuß, 86316 Friedberg);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Ippen, Markus;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Mao, Henry Hengrui;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Giesecke, Rolf;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;LANGE, SASCHA;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;TECHNISCHE UNIVERSITÄT CHEMNITZ;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;TSAI, PEI-LIN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;DELGADO VARGAS, KATHERINE;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;NOZ Leipzig Forschung Technik GbR (vertretungsberechtigter Gesellschafter: Stefan Srugies, 04838 Doberschütz);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Weingand, Benedikt;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Dongguan Aisi Health Products Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Bischofs, Iris;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Chen, Mengfei;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Förster Kunststofftechnik GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SCHLAGHECK, JULIAN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Innovative Orthopedic Technologies IOT AG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SCHOLZ, HEIKO;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;HAUER, ARNDT;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Neuhausen, Claudia;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Edwin Arnold e.K.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Shenzhen Svakom Technology Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KUMAR, SANJAY;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;UPRETI, KAMAL;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;PALBI Studios LLC;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Muthesius Kunsthochschule, Körperschaft des öffentlichen Rechts;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Spa Natural GmbH & Co. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;İSTANBUL GELİŞİM ÜNİVERSİTESİ;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Orthopädietechnik Ferdinand Koenen GmbH & Co. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;PÄSSLER, MICHAEL;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Frederik Hauke & Felix Möller digitale Medizintechnik GbR (vertretungsberechtigte Gesellschafter: Frederik Hauke, 40589 Düsseldorf und Felix Möller, 56179 Vallendar);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SIKOJEV, JURIJ;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;FALKE KGAA;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SEMIFLOW MEDICAL GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;MÜLLER, ALEXANDER;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ease GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Prof. Dr. Fischer AG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Faurecia Autositze GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;MOTION LIB, INC.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Flores Mardones, Nicolás Felipe;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;THIRD WAVE THERAPEUTICS, INC.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ZAMATSLEEP INC.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Jain, Dhyanendra;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;YAN, BO;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Herfort, Christopher;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;FOXXMED LTD.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Roth, Maximilian;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;DEUTSCHES ZENTRUM FÜR LUFT- UND RAUMFAHRT E.V.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Krapf, Peter;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;König-Greiling, Helga;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Viset SRL;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Weiß, Rupert;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Gasiorowski, Ewa Kinga;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;"Loskill/Naderi GbR (vertretungsberechtigte Gesellschafter: Dr. Joachim Loskill, 53111 Bonn; Bastian Naderi, 51143 Köln)";1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Omidvar, Darius;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Keio University;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Tonis, Frederik;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Sahu, Domendra;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kaluza, Nicole;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Sander, Katja Jeanette;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Alhamwi, Azhar;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Klapp, Oliver;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;spektramed gmbh;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Mehan, Vineet;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Muthesius Kunsthochschule;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;STARKE, OLAF;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Baumbach, Karolina Bogumila;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SUNRISE MEDICAL GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;AUDI AKTIENGESELLSCHAFT;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Wang, David Yangkung;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Heuer-Diakow, Sabrina;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SCHUCHMANN GMBH & CO. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Haslberger, Wolfgang;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;PEDANOV, VLADIMIR;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;FÖRSTER, MICHAEL;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;STEIDLE, MARKUS;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Fabritz, Natalija;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KRAL, ROLAND;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Nebel Krenz Holding GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Münch, Georg;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Habi, Lahalo;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;MEY CHAIR SYSTEMS GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Winter, Jan Niclas;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;OVERATH GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;HTWK Leipzig Hochschule für Technik, Wirtschaft und Kultur Leipzig, Körperschaft des öffentlichen Rechts;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;CHOW, Ji Min;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;RADERMACHER, KLAUS;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Savel'ev, Boris Sergeevich;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ZHANG, LING;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Guangzhou Heimak Science & Technology Inc.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;DIKUR GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;HOCHSCHULE RUHR WEST;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Gebrüder Frei GmbH. & Co. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Shenzhen cloud access information Technical service Co.,Ltd;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Sportwerkstatt GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Gerards Gourmet Schweiz GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Marowski, Friedbert;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;RelaxBogen GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kügler, Anna;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Xiamen Emoka Health Science & Technology Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;UNBESCHEIDEN GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;BIELEFELD, THILO-MATHIAS;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Fernández-Munoz, César;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ARABIN, BIRGIT;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Siebold, Dagmar;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Garbacz, Alina;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Wappler, Uwe;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Artz, Paul;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KLAFS GMBH & CO. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Minke, Alexander;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kreische, Jan;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Lück, Marco;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Dr. Ing. h.c. F. Porsche Aktiengesellschaft;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Fachtner, Marvin;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Bader, Monika;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;GUPTA, PRATEEK;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;YROBOT (SUZHOU) CO., LTD.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KAISER, MATHIAS;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;LOOCK, Cordula;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;EHMANN & PARTNER GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;EDELWEISS BASICS GMBH & CO. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;T & T Trading UG (haftungsbeschränkt);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Göllner, Natali;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Unnerstall, Karin;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Karalus, Sabine;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Lam, Le Hung;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Aukey Technology Co.,Ltd;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;L & R Kältetechnik GmbH & Co. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KRAUTER, GÜNTER;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Medelnik, Doris Kerstin;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kohberg, Josua;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SINGH, PRASHANT;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KARIBU HOLZTECHNIK GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Plenamed Pte. Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Geister, Gilbert;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Dr. Akhilesh Das Gupta Institute of Technology & Management;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Sazegar-Kühl, Ehsan;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Ruff, Claudio;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Richard Wolf GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Fouquet, Alexander;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kumari, Amrita;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KUKA Deutschland GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;GUPTA, Sachin Kumar;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Wenker, Larissa;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;AllMates GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Shenzhenshi Weiweima Technology Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Schmidt, Dieter;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;MOONBIRD BV;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;AI Video Analysis B.V.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;LIN, LU;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;PHYSIOTHERM HOLDING GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Moshe, Ein-Gal;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Hiwin Technologies Corp.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ZHAO, QUAN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Molina Larrain, Nicolás Felipe Andrés;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Tohoku University;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ALFRED-WEGENER-INSTITUT, HELMHOLTZ-ZENTRUM FÜR POLAR- UND MEERESFORSCHUNG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;curetec GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Huang, Man;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Zhongshan QUNN Medical Equipment Co., Ltd;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Lemonidis, Ioannis;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Sikojev, Jurij Iljitsch;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KORNEMANN, KURT;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SROKA, PETER-CHRISTIAN;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KUMAR, MANOJ;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Grebe, Hermann von;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;KURPERLE GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;CARL ZEISS MEDITEC AG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Jürgens, Manfred;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Doron Doroftei, Paul;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;HESS, MARKUS;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SIEDENBIEDEL, RALF;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;REININGER, THOMAS;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Dongguan AISI Health Care Product Co., Ltd.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Leng, Xingyu;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ODECO LTD.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Universität Paderborn Körperschaft des Öffentlichen Rechts;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;RAU, SIEGFRIED;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Hötzinger, Rita;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;BELY Balance GmbH & Co. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;REN, CAROLYN LIQING;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Mosler Stuntebeck Müller GbR (vertretungsberechtigte Gesellschafter: Dr. Lüder Mosler, 37115 Duderstadt, Dr. André Müller, 37115 Duderstadt, Dipl. Des. Tobias Stuntebeck, 30167 Hannover);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;HANNING ELEKTRO-WERKE GMBH & CO. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kia Motors Corporation;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;JUPITER LIMITED LIABILITY COMPANY;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;El Kattan, Ali;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;MARTIM UG (haftungsbeschränkt);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Erbach, Monika;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kiel, Jonathan;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ROLLAX GMBH & CO. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;prolim engineering;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Ossenberg GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;INNO HEALTH TECHNOLOGY CO., LTD.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;LONSKI, RUDOLF;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;VOSS HEALTHCARE GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;greytac UG (haftungsbeschränkt);1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kelmendi, Veteran;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;LENKE, MICHAEL;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ORTHOPÄDIE-TECHNIK-SERVICE AKTIV GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;RUKU Sauna-Manufaktur GmbH & Co.KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;ZF Friedrichshafen AG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;BALL, ECKHARD;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Advanced Telecommunications Research Institute International;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Kern, Marcel;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SPORT-THIEME GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;CARL ZEISS VISION INTERNATIONAL GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;JAIN, ARIHANT;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;SUZHOU BATAO INFORMATION TECHNOLOGY CO., LTD;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Roßberg, Heiko;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Schlegtendal, Philipp;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;FLACH, MICHAEL;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;DONGGUAN AISI HEALTH CARE PRODUCTS CO., LTD.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Stroakmont & Atton Trading GmbH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;EOS SAUNATECHNIK GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Ball, Simon;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Deuser, Heinz;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;GENIMA INNOVATIONS MARKETING GMBH;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Vögel, Pius;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;MUSCHIOL, NORBERT;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;P&A TECHNOLOGIES INC.;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Petrow, Jordan;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;crio ice GmbH & Co. KG;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Sharma, Anupam Kumar;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;YONG KANG AIJIU INDUSTRIAL & TRADE CO.,LTD;1;10;Physical Therapy Apparatus;Germany (DPMA)
DE;A61H;Elysium Industries UG (haftungsbeschränkt);1;10;Physical Therapy Apparatus;Germany (DPMA)
